fid,立木ID,立木番号,樹種,胸高直径,樹高,矢高,材積,ステータス,間伐,レ,境界木,除外木,調査地範囲,コメント,幹周,経度,緯度,平面直角Ｘ,平面直角Ｙ,エリア
11,29,-1,スギ,49.71440125,26.70000076,0.995899975,2.102904081,生立木,1,0,0,0,1,,156.1000061,136.926169,37.29686557,143927.2954,-21321.47247,A1_5a
12,30,-1,スギ,36.00629807,22.89999962,1.003299952,1.001601934,生立木,0,0,0,0,1,,113,136.9262601,37.29687046,143927.8183,-21313.39231,A1_5a
13,31,-1,スギ,45.8588028,22.60000038,1.834499955,1.537885547,生立木,0,0,0,0,1,,143.8000031,136.9261001,37.29692309,143933.6948,-21327.56097,A1_5a
14,32,-1,スギ,37.59670258,21.20000076,2.264199972,1.004035115,生立木,1,0,0,0,1,,117.8000031,136.9262884,37.29687334,143928.1309,-21310.88589,A1_5a
15,33,-1,スギ,17.4382,20,3.166900158,0.232850358,生立木,0,0,0,0,1,,54.59999847,136.9260366,37.29694435,143936.0684,-21333.19001,A1_5a
16,34,-1,スギ,33.45529938,21.79999924,1.379400015,0.834020317,生立木,1,0,0,0,1,,104.9000015,136.9261816,37.29691563,143932.8479,-21320.34118,A1_5a
17,35,-1,スギ,38.90430069,23.20000076,2.147400141,1.168758631,生立木,0,0,0,0,1,,122.1999969,136.9261528,37.29692859,143934.2929,-21322.88749,A1_5a
18,36,-1,スギ,40.69710159,22.10000038,2.705299854,1.209311604,生立木,0,0,0,0,1,,127.5,136.9262061,37.29693031,143934.4711,-21318.16081,A1_5a
19,37,-1,スギ,36.98880005,22.5,1.200999975,1.033860087,生立木,0,0,0,0,1,,115.9000015,136.926263,37.29693586,143935.0745,-21313.11672,A1_5a
20,38,-1,スギ,31.91409874,9.100000381,5.667500019,0.321568906,生立木,1,0,0,0,1,,100.1999969,136.9261257,37.29694695,143936.3367,-21325.28449,A1_5a
21,39,-1,スギ,38.59560013,21.10000038,0.995999992,1.048375487,生立木,0,0,0,0,1,,120.9000015,136.9262351,37.29694885,143936.5222,-21315.59297,A1_5a
22,40,-1,スギ,29.4034996,19.89999962,2.523699999,0.601795912,生立木,0,0,0,0,1,,92.30000305,136.9260723,37.29696571,143938.4299,-21330.02077,A1_5a
23,42,-1,スギ,38.24629974,18.20000076,4.664500237,0.890407145,生立木,0,0,0,0,1,,120,136.9261215,37.29700435,143942.7071,-21325.64328,A1_5a
24,43,-1,スギ,35.2338028,15.69999981,0.919999957,0.6619398,生立木,0,0,0,0,1,,110.5,136.9260947,37.29699905,143942.1247,-21328.02402,A1_5a
25,44,-1,スギ,30.9326992,18,4.904600143,0.597630799,生立木,0,0,0,0,1,,97,136.9260366,37.29697847,143939.8543,-21333.17842,A1_5a
26,50,-1,スギ,34.71220017,19.20000076,3.093800068,0.786521494,生立木,0,0,0,0,1,,109,136.9260025,37.2969565,143937.4244,-21336.21182,A1_5a
27,58,-1,スギ,42.16770172,22.70000076,1.653800011,1.325095296,生立木,1,0,0,0,1,,132.1999969,136.9261177,37.29688444,143929.401,-21326.01406,A1_5a
28,59,-1,スギ,36.51099777,20.89999962,4.144000053,0.938333333,生立木,0,0,0,0,1,,114.5999985,136.9260663,37.29694839,143936.5091,-21330.55408,A1_5a
29,60,-1,アテ,11.89999962,8.800000191,13,0.05239502,生立木,0,0,0,0,1,,37.29999924,136.9262061,37.29690539,143931.7068,-21318.17087,A1_5a
30,61,-1,スギ,27.47529984,10,4.017300129,0.268590271,生立木,0,0,0,0,1,,86,136.9261087,37.29695923,143937.7034,-21326.79178,A1_5a
31,62,-1,スギ,38.20890045,19.60000038,2.20720005,0.956639409,生立木,0,0,0,0,1,,120,136.9261589,37.29696312,143938.123,-21322.3387,A1_5a
32,74,-1,アテ,13.89999962,11.30000019,17.29999924,0.087390572,生立木,0,0,0,0,1,,43.59999847,136.9261463,37.29688634,143929.6057,-21323.48051,A1_5a
33,78,-1,スギ,35.50790024,21.60000038,0.532100022,0.921404183,生立木,0,0,0,0,1,,111.5,136.9263288,37.29691193,143932.4046,-21307.29563,A1_5a
34,79,-1,アテ,17.5,15.39999962,2.799999952,0.176384479,生立木,0,0,0,0,1,,54.90000153,136.9262731,37.29695742,143937.4655,-21312.22098,A1_5a
35,80,-1,アテ,14.19999981,10.10000038,3.900000095,0.081944801,生立木,0,0,0,0,1,,44.59999847,136.9262057,37.29694935,143936.5847,-21318.19323,A1_5a
36,81,-1,スギ,38.19680023,22.20000076,2.247200012,1.08187151,生立木,0,0,0,0,1,,119.5999985,136.9261821,37.29695782,143937.5302,-21320.28166,A1_5a
37,82,-1,スギ,34.77280045,17.20000076,3.677999973,0.707442343,生立木,0,0,0,0,1,,109,136.9262985,37.29700854,143943.1321,-21309.95075,A1_5a
38,83,-1,アテ,14.39999962,10.69999981,0,0.0886259,生立木,0,0,0,0,1,,45.20000076,136.9261248,37.29696259,143938.0722,-21325.36074,A1_5a
39,84,-1,スギ,26.87099838,16,4.143399715,0.411136925,生立木,0,0,0,0,1,,84.09999847,136.9261739,37.29701078,143943.4086,-21320.99656,A1_5a
40,85,-1,スギ,40.25629807,18,1.875200033,0.967089057,生立木,0,0,0,0,1,,126.1999969,136.9261506,37.29700208,143942.4488,-21323.06613,A1_5a
41,88,-1,スギ,53.31150055,22.29999924,1.543500066,1.998228669,生立木,0,0,0,0,1,,167.3999939,136.926198,37.29686285,143926.9877,-21318.89995,A1_5a
42,91,-1,スギ,39.28070068,22.5,2.199100018,1.1538831,生立木,0,0,0,0,1,,123.0999985,136.9262348,37.29690701,143931.8791,-21315.62473,A1_5a
43,92,-1,スギ,45.84289932,22.79999924,2.014999866,1.550406694,生立木,0,0,0,0,1,,143.8000031,136.9262955,37.29689236,143930.2406,-21310.25414,A1_5a
44,93,-1,スギ,46.11109924,24.60000038,11.92059994,1.689737439,生立木,0,0,0,0,1,,144.8000031,136.9263783,37.29685803,143926.4115,-21302.92234,A1_5a
45,95,-1,スギ,42.94300079,24.29999924,1.834100008,1.465732098,生立木,0,0,0,0,1,,134.6999969,136.9264015,37.29688201,143929.0675,-21300.85621,A1_5a
46,96,-1,スギ,46.32749939,23.89999962,2.025599957,1.65612781,生立木,0,0,0,0,1,,145.3999939,136.9264456,37.29688294,143929.1615,-21296.94892,A1_5a
47,97,-1,スギ,32.55950165,20,4.654500008,0.728626192,生立木,0,0,0,0,1,,102.0999985,136.92636,37.29690399,143931.516,-21304.52425,A1_5a
48,98,-1,スギ,34.51050186,23.20000076,2.292900085,0.938940883,生立木,1,0,0,0,1,,108.3000031,136.9263027,37.29693276,143934.7214,-21309.60145,A1_5a
49,99,-1,スギ,29.90029907,21,1.497400045,0.654528737,生立木,0,0,0,0,1,,93.90000153,136.9264462,37.29694476,143936.0216,-21296.87489,A1_5a
50,100,-1,スギ,30.6303978,20.79999924,4.098799706,0.677557409,生立木,0,0,0,0,1,,96.09999847,136.9263905,37.29695247,143936.8893,-21301.80685,A1_5a
51,101,-1,スギ,28.63980103,18.70000076,2.956599951,0.539220273,生立木,0,0,0,0,1,,89.80000305,136.9263642,37.29695346,143937.0051,-21304.13853,A1_5a
52,102,-1,スギ,19.53359985,16.89999962,3.126300097,0.242400065,生立木,0,0,0,0,1,,61.20000076,136.9263212,37.29695461,143937.1419,-21307.95188,A1_5a
53,103,-1,スギ,38.8187027,20.20000076,3.206499815,1.014624596,生立木,0,0,0,0,1,,121.8000031,136.9262728,37.29698005,143939.9767,-21312.24064,A1_5a
54,111,-1,スギ,38.19800186,17.10000038,1.267500043,0.83506453,生立木,0,0,0,0,1,,119.5999985,136.9264419,37.29698973,143941.0121,-21297.24338,A1_5a
55,112,-1,スギ,35.14609909,18.79999924,2.145499945,0.787942052,生立木,0,0,0,0,1,,110.1999969,136.9263009,37.29699047,143941.1263,-21309.74166,A1_5a
56,114,-1,スギ,32.88140106,15.89999962,1.127900004,0.590810061,生立木,0,0,0,0,1,,103,136.9262704,37.29700633,143942.8931,-21312.44306,A1_5a
57,115,-1,アカマツ,14.89999962,15.30000019,3.400000095,0.130943969,生立木,0,0,0,0,1,,46.79999924,136.9263067,37.29701926,143944.3199,-21309.22414,A1_5a
58,116,-1,スギ,34.66220093,18.39999962,1.597299933,0.752014697,生立木,0,0,0,0,1,,108.5999985,136.9262119,37.29699193,143941.3084,-21317.62918,A1_5a
59,123,-1,スギ,34.06340027,23,3.973899841,0.908993065,生立木,0,0,0,0,1,,106.8000031,136.9262671,37.29689025,143930.0129,-21312.77146,A1_5a
60,126,-1,スギ,33.58469772,20.60000038,0.914999962,0.794036388,生立木,0,0,0,0,1,,105.1999969,136.9264578,37.29692264,143933.5639,-21295.84986,A1_5a
61,127,-1,スギ,34.54349899,15.89999962,2.621900082,0.646508217,生立木,0,0,0,0,1,,108.3000031,136.9263906,37.29700118,143942.2951,-21301.79124,A1_5a
62,128,-1,アカマツ,14.60000038,11.89999962,2.799999952,0.100190133,生立木,0,0,0,0,1,,45.79999924,136.9263989,37.29701367,143943.6784,-21301.04594,A1_5a
63,132,-1,アカマツ,10.5,9.800000191,4,0.047632419,生立木,0,0,0,0,1,,32.90000153,136.9262744,37.29702339,143944.7856,-21312.08174,A1_5a
64,135,-1,ヒノキ,20.29999924,12.89999962,1.600000024,0.207859397,生立木,0,0,0,0,1,,63.70000076,136.9262573,37.29703018,143945.5427,-21313.59325,A1_5a
65,138,-1,スギ,30.82569885,21.10000038,7.605999947,0.695280612,生立木,0,0,0,0,1,,96.69999695,136.9262103,37.29689106,143930.1147,-21317.80091,A1_5a
66,140,-1,スギ,50.78649902,24,2.086599827,1.967007756,生立木,0,0,0,0,1,,159.1999969,136.9263488,37.2968683,143927.5582,-21305.53007,A1_5a
67,142,-1,スギ,36.29850006,20.10000038,1.287999988,0.893113375,生立木,0,0,0,0,1,,113.6999969,136.9263317,37.29693234,143934.6691,-21307.02521,A1_5a
68,143,-1,スギ,34.44509888,21.70000076,4.836899757,0.875647366,生立木,0,0,0,0,1,,108,136.9263876,37.29693174,143934.5894,-21302.07421,A1_5a
69,144,-1,スギ,32.87290192,21.10000038,1.746599913,0.781948566,生立木,1,0,0,0,1,,103,136.9264313,37.2969244,143933.7646,-21298.20402,A1_5a
70,145,-1,スギ,27.89909935,17.60000038,1.437700033,0.484005511,生立木,0,0,0,0,1,,87.30000305,136.9264685,37.29695262,143936.8887,-21294.89875,A1_5a
71,146,-1,スギ,35.54150009,19.39999962,1.07249999,0.829677284,生立木,1,0,0,0,1,,111.5,136.926495,37.2969524,143936.8585,-21292.54333,A1_5a
72,147,-1,アカマツ,13.5,0.100000001,0,0.001079162,生立木,0,0,0,0,1,,42.40000153,136.9265155,37.29700216,143942.3757,-21290.71224,A1_5a
73,148,-1,スギ,37.11969757,18.39999962,3.206099987,0.852266252,生立木,0,0,0,0,1,,116.5,136.9263558,37.29700241,143942.4396,-21304.87289,A1_5a
74,160,-1,スギ,37.60169983,24.70000076,1.684300065,1.16869843,生立木,0,0,0,0,1,,118.0999985,136.9262273,37.29686445,143927.1579,-21316.30112,A1_5a
75,165,-1,スギ,43.34670258,24.10000038,20.33500099,1.478826761,生立木,0,0,0,0,1,,136,136.9264305,37.29685792,143926.3877,-21298.29118,A1_5a
76,167,-1,スギ,43.50580216,20,2.009799957,1.237266302,生立木,0,0,0,0,1,,136.6000061,136.9264781,37.29686273,143926.9109,-21294.07129,A1_5a
77,168,-1,スギ,32.2118988,20.79999924,2.340500116,0.74283129,生立木,0,0,0,0,1,,101.0999985,136.9263919,37.29690906,143932.0721,-21301.70074,A1_5a
78,169,-1,アカマツ,17.60000038,10.19999981,3.5,0.122080736,生立木,0,0,0,0,1,,55.20000076,136.9264848,37.29689786,143930.8083,-21293.46692,A1_5a
79,170,-1,スギ,45.01470184,22.5,4.390900135,1.480036616,生立木,0,0,0,0,1,,141.3000031,136.92657,37.29691048,143932.1891,-21285.91213,A1_5a
80,171,-1,スギ,28.01729965,20.5,2.429199934,0.567458272,生立木,0,0,0,0,1,,87.90000153,136.9265627,37.29693495,143934.9061,-21286.55293,A1_5a
81,172,-1,スギ,31.88550186,19.89999962,0.549899995,0.697826862,生立木,0,0,0,0,1,,99.90000153,136.9265366,37.29693861,143935.3187,-21288.86491,A1_5a
82,173,-1,スギ,37.47019959,22.60000038,0.679199994,1.063243151,生立木,0,0,0,0,1,,117.4000015,136.9265899,37.2969579,143937.4469,-21284.13069,A1_5a
83,174,-1,スギ,32.36969757,18.39999962,1.744000077,0.663641691,生立木,0,0,0,0,1,,101.4000015,136.9264949,37.29697217,143939.052,-21292.5533,A1_5a
84,175,-1,スギ,18.36170006,15,2.167000055,0.192330584,生立木,0,0,0,0,1,,57.40000153,136.9264011,37.29696062,143937.7911,-21300.8713,A1_5a
85,176,-1,スギ,30.98779869,17.79999924,4.972300053,0.592966318,生立木,0,0,0,0,1,,97,136.9265257,37.29703595,143946.1223,-21289.80296,A1_5a
86,181,-1,スギ,35.70639801,22.39999962,0.835299969,0.965040445,生立木,0,0,0,0,1,,112.0999985,136.9265952,37.2969176,143932.974,-21283.67527,A1_5a
87,182,-1,スギ,41.17869949,20.20000076,1.631500006,1.130142808,生立木,0,0,0,0,1,,129.1000061,136.9266192,37.2969233,143933.6005,-21281.54483,A1_5a
88,183,-1,スギ,28.0848999,21.20000076,1.369799972,0.589271307,生立木,0,0,0,0,1,,87.90000153,136.9266672,37.29695052,143936.6107,-21277.27667,A1_5a
89,184,-1,スギ,34.70639801,19,2.368099928,0.778153837,生立木,0,0,0,0,1,,109,136.9266343,37.29697242,143939.0479,-21280.18646,A1_5a
90,185,-1,スギ,37.11510086,19.70000076,2.887000084,0.911793053,生立木,0,0,0,0,1,,116.5,136.9265915,37.29699891,143941.9981,-21283.97798,A1_5a
91,186,-1,スギ,36.85079956,18.5,1.847800016,0.845555961,生立木,0,0,0,0,1,,115.5999985,136.9265174,37.29698738,143940.7345,-21290.54981,A1_5a
92,187,-1,スギ,24.86929894,16.20000076,2.645900011,0.361340761,生立木,0,0,0,0,1,,77.90000153,136.926491,37.29699148,143941.1953,-21292.88552,A1_5a
93,188,-1,スギ,37.45890045,19.10000038,1.550100088,0.899255455,生立木,0,0,0,0,1,,117.4000015,136.9265548,37.2970453,143947.1538,-21287.21457,A1_5a
94,189,-1,スギ,30.51440048,16.39999962,5.575799942,0.531513214,生立木,0,0,0,0,1,,95.80000305,136.9265095,37.29702109,143944.4773,-21291.24374,A1_5a
95,194,-1,スギ,32.26079941,19.10000038,0.951200008,0.684463203,生立木,0,0,0,0,1,,101.0999985,136.9266795,37.29699465,143941.5055,-21276.1775,A1_5a
96,195,-1,スギ,25.67609787,18.39999962,2.377599955,0.434634209,生立木,0,0,0,0,1,,80.40000153,136.9266478,37.29699093,143941.0988,-21278.98545,A1_5a
97,196,-1,スギ,32.71409988,17.70000076,2.786599874,0.651053488,生立木,0,0,0,0,1,,102.6999969,136.9266465,37.29701285,143943.532,-21279.09625,A1_5a
98,197,-1,スギ,22.09049988,16.20000076,4.617300034,0.291008204,生立木,0,0,0,0,1,,69.09999847,136.9266196,37.2970075,143942.9447,-21281.48191,A1_5a
99,198,-1,スギ,29.41260147,18.79999924,1.241699934,0.569102407,生立木,0,0,0,0,1,,92.30000305,136.9265835,37.29702425,143944.8111,-21284.68047,A1_5a
100,200,-1,-,20.14030075,0,0.685799956,0,生立木,0,0,0,0,1,,63.09999847,136.9264007,37.29696007,143937.7307,-21300.90077,A1_5a
101,202,-1,スギ,38.79059982,22.60000038,3.93110013,1.132689714,生立木,0,0,0,0,1,,121.5,136.9265131,37.29690753,143931.874,-21290.95802,A1_5a
102,203,-1,アカマツ,9.800000191,9.899999619,8.5,0.041892383,生立木,0,0,0,0,1,,30.70000076,136.9265957,37.29689491,143930.4557,-21283.63541,A1_5a
103,204,-1,スギ,36.91609955,18.29999924,9.746399879,0.839195073,生立木,0,0,0,0,1,,115.9000015,136.9266148,37.29690325,143931.3766,-21281.938,A1_5a
104,206,-1,アカマツ,14.69999981,16.5,5.099999905,0.136945397,生立木,0,0,0,0,1,,46.09999847,136.9266462,37.29692884,143934.2089,-21279.14676,A1_5a
105,207,-1,スギ,38.93109894,19.5,3.421499968,0.984920204,生立木,0,0,0,0,1,,122.1999969,136.9266895,37.29697423,143939.2371,-21275.2952,A1_5a
106,208,-1,スギ,39.6534996,21.20000076,1.280900002,1.106648564,生立木,0,0,0,0,1,,124.4000015,136.9267117,37.29699485,143941.5198,-21273.32048,A1_5a
107,209,-1,スギ,35.70050049,18.70000076,0.708299994,0.806518137,生立木,0,0,0,0,1,,112.0999985,136.9266058,37.29703645,143946.1606,-21282.70334,A1_5a
108,210,-1,スギ,32.41730118,15.10000038,1.108800054,0.546918154,生立木,0,0,0,0,1,,101.6999969,136.9265698,37.29707878,143950.8661,-21285.87785,A1_5a
109,211,-1,スギ,27.95849991,15,2.257699966,0.414622664,生立木,0,0,0,0,1,,87.59999847,136.9265491,37.29706609,143949.4625,-21287.72038,A1_5a
110,214,-1,アカマツ,11.69999981,10.5,12.80000019,0.059754487,生立木,0,0,0,0,1,,36.70000076,136.9265413,37.29689665,143930.6605,-21288.45308,A1_5a
111,239,-1,アカマツ,6.900000095,3.099999905,0,0.008147237,生立木,0,0,0,0,1,,21.60000038,136.9261425,37.29686593,143927.3418,-21323.8204,A1_5a
112,251,-1,アカマツ,49.29999924,23.10000038,0,1.738550782,生立木,0,1,0,0,1,,154.8000031,136.9260618,37.29688574,143929.5579,-21330.97441,A1_5a
113,338,-1,スギ,45.32349777,20.29999924,0,1.353180408,生立木,0,0,0,0,1,,142.3000031,136.9266003,37.29688483,143929.3355,-21283.2324,A1_5a
114,339,-1,スギ,30.57399941,18.89999962,3.916400194,0.61405021,生立木,0,0,0,0,1,,95.80000305,136.9266236,37.29705312,143948.0066,-21281.11533,A1_5a
115,340,-1,スギ,29.17990112,17.5,2.3204,0.522406876,生立木,0,0,0,0,1,,91.40000153,136.9265998,37.2970624,143949.0408,-21283.22122,A1_5a
116,341,-1,スギ,41.10430145,16.39999962,1.708799958,0.915989697,生立木,0,0,0,0,1,,129.1000061,136.9266245,37.29709984,143953.1909,-21281.02095,A1_5a
117,342,-1,スギ,30.79549789,13.10000038,1.007200003,0.432485372,生立木,0,0,0,0,1,,96.40000153,136.9265908,37.29713949,143957.5982,-21283.99969,A1_5a
118,343,-1,スギ,42.19100189,14.30000019,3.914899826,0.838584721,生立木,0,0,0,0,1,,132.1999969,136.9265661,37.29713078,143956.6375,-21286.19465,A1_5a
119,353,-1,スギ,23.40130043,10.60000038,4.882400036,0.212254524,生立木,0,0,0,0,1,,73.5,136.9265381,37.29712046,143955.4983,-21288.67672,A1_5a
120,357,-1,スギ,29.99890137,17.89999962,2.025900126,0.561967075,生立木,0,0,0,0,1,,93.90000153,136.9265598,37.29701978,143944.3209,-21286.77999,A1_5a
121,358,-1,スギ,44.80139923,20.5,2.002799988,1.337789178,生立木,0,0,0,0,1,,140.6999969,136.9266726,37.29692956,143934.2836,-21276.80307,A1_5a
122,360,-1,スギ,45.4239006,17.5,3.323400021,1.172604918,生立木,0,0,0,0,1,,142.6000061,136.926699,37.29693191,143934.5378,-21274.46958,A1_5a
123,361,-1,スギ,49.32830048,18.60000038,1.992399931,1.448266745,生立木,0,0,0,0,1,,154.8000031,136.9267239,37.29694167,143935.6159,-21272.25629,A1_5a
124,363,-1,スギ,35.64929962,19.89999962,1.332499981,0.855614305,生立木,0,0,0,0,1,,111.8000031,136.9267937,37.29701284,143943.4975,-21266.05048,A1_5a
125,374,-1,スギ,25.77939987,9.5,3.072800159,0.22721383,生立木,0,0,0,0,1,,80.69999695,136.9266119,37.29712956,143956.4918,-21282.13583,A1_5a
126,390,-1,スギ,32.6637001,18.20000076,1.952399969,0.667418063,生立木,0,0,0,0,1,,102.4000015,136.9267505,37.29697472,143939.2771,-21269.88737,A1_5a
127,394,-1,スギ,35.66049957,14.69999981,4.469399929,0.633881807,生立木,0,0,0,0,1,,111.8000031,136.9268413,37.29712411,143955.8351,-21261.79718,A1_5a
128,411,-1,アカマツ,27.70000076,13.5,2.700000048,0.359682739,生立木,0,0,0,0,1,,87,136.9266449,37.29708426,143951.4574,-21279.22207,A1_5a
129,412,-1,スギ,35.8144989,18.89999962,1.078099966,0.819838226,生立木,0,0,0,0,1,,112.4000015,136.926765,37.29699977,143942.0534,-21268.59339,A1_5a
130,413,-1,スギ,39.12329865,20.39999962,1.834100008,1.039327979,生立木,0,0,0,0,1,,122.8000031,136.926832,37.29695744,143937.3417,-21262.67042,A1_5a
131,414,-1,スギ,33.02919769,19.20000076,0.620800018,0.718252718,生立木,0,0,0,0,1,,103.5999985,136.9268557,37.29698682,143940.5964,-21260.5591,A1_5a
132,417,-1,スギ,44.4919014,21.89999962,1.252000093,1.410444021,生立木,0,0,0,0,1,,139.3999939,136.9268978,37.29702054,143944.3294,-21256.82064,A1_5a
133,418,-1,スギ,39.14780045,19.10000038,0.908600032,0.974705994,生立木,0,0,0,0,1,,122.8000031,136.9268593,37.29707664,143950.5634,-21260.21103,A1_5a
134,421,-1,スギ,34.92829895,19.70000076,1.5079,0.816043794,生立木,1,0,0,0,1,,109.5999985,136.9268909,37.29710933,143954.1835,-21257.40342,A1_5a
135,422,-1,スギ,33.26670075,18.60000038,3.440700054,0.705148399,生立木,0,0,0,0,1,,104.3000031,136.9268963,37.29721287,143965.6732,-21256.89966,A1_5a
136,423,-1,スギ,36.87639999,15.89999962,4.927299976,0.728496015,生立木,0,0,0,0,1,,115.5999985,136.9268465,37.2972046,143964.7661,-21261.30878,A1_5a
137,430,-1,アカマツ,13,0.100000001,0,0.001007718,生立木,0,0,0,0,1,,40.79999924,136.9266373,37.29690878,143931.9857,-21279.94487,A1_5a
138,431,-1,スギ,53.78569794,17.29999924,0,1.5785743,生立木,0,0,0,0,1,,168.6999969,136.9266675,37.2969728,143939.0827,-21277.24756,A1_5a
139,433,-1,スギ,32.41759872,18.10000038,2.130100012,0.654670715,生立木,0,0,0,0,1,,101.6999969,136.9267747,37.29696094,143937.7426,-21267.74531,A1_5a
140,435,-1,スギ,29.49959946,19.10000038,0.968599975,0.581241012,生立木,0,0,0,0,1,,92.30000305,136.9268054,37.29697136,143938.8926,-21265.02301,A1_5a
141,437,-1,スギ,40.51119995,19,1.789999962,1.032224774,生立木,0,0,0,0,1,,127.1999969,136.9268505,37.29700885,143943.0421,-21261.01447,A1_5a
142,438,-1,スギ,37.28210068,21.29999924,1.986700058,0.993366539,生立木,0,0,0,0,1,,116.8000031,136.9269434,37.29703228,143945.6221,-21252.76967,A1_5a
143,439,-1,スギ,29.89719772,19.39999962,1.679199934,0.604915738,生立木,0,0,0,0,1,,93.59999847,136.9268878,37.297041,143946.6014,-21257.69882,A1_5a
144,440,-1,スギ,35.50859833,17.60000038,1.230700016,0.751990259,生立木,1,0,0,0,1,,111.5,136.9268565,37.29704985,143947.5907,-21260.46557,A1_5a
145,441,-1,スギ,37.05039978,16.10000038,1.895200014,0.74395901,生立木,0,0,0,0,1,,116.1999969,136.9268254,37.29718453,143962.5436,-21263.19171,A1_5a
146,446,-1,スギ,23,0.100000001,0,0.002011325,枯損木,0,0,0,0,1,,72.19999695,136.9267559,37.29693789,143935.1893,-21269.42254,A1_5a
147,447,-1,スギ,29.56879807,18.70000076,2.496200085,0.571603119,生立木,0,0,0,0,1,,92.59999847,136.9269735,37.2969876,143940.6569,-21250.11193,A1_5a
148,450,-1,アカマツ,41.29999924,19.5,18,1.048398376,生立木,0,1,0,0,1,,129.6999969,136.9267998,37.29695831,143937.4451,-21265.51893,A1_5a
149,453,-1,スギ,40.89979935,20.10000038,2.007699966,1.110714555,生立木,0,0,0,0,1,,128.1000061,136.9268868,37.29697112,143938.8476,-21257.80406,A1_5a
150,456,-1,スギ,28.9708004,16.29999924,1.224300027,0.480497032,生立木,0,0,0,0,1,,90.69999695,136.9269847,37.29701306,143943.4799,-21249.11565,A1_5a
151,457,-1,スギ,28.60190201,18.29999924,1.74000001,0.526499033,生立木,0,0,0,0,1,,89.80000305,136.9270388,37.297031,143945.4578,-21244.31683,A1_5a
152,458,-1,スギ,42.60150147,19,0.923499942,1.131600022,生立木,0,0,0,0,1,,133.8000031,136.927069,37.29703524,143945.9223,-21241.63758,A1_5a
153,459,-1,スギ,33.57799912,17.20000076,0.836300015,0.663665056,生立木,0,0,0,0,1,,105.1999969,136.9269754,37.297036,143946.0276,-21249.93669,A1_5a
154,460,-1,アカマツ,18.70000076,15.89999962,2.700000048,0.204870746,生立木,0,0,0,0,1,,58.70000076,136.9269557,37.29704482,143947.0099,-21251.67594,A1_5a
155,461,-1,スギ,36.27550125,18.29999924,1.398299932,0.812781215,生立木,0,0,0,0,1,,113.6999969,136.9270299,37.2970508,143947.6574,-21245.09264,A1_5a
